hs_contact_id,email,account_name_freetext,lifecycle_stage_hs,hs_lead_score,lead_source_hs,segment_raw_hs,country,created_at,is_internal,_synced_at
HS-005355,ebowen5355@example.com,Rodriguez and Sons,marketingqualifiedlead,55,Content Download,Small Business,Canada,2026-02-09 06:13:18,false,2026-04-01 06:30:00
HS-005356,russellemily5356@example.com,"Walker, Hernandez and Baker",lead,22,Inbound,SmallBiz,Canada,2025-09-25 19:10:36,false,2026-04-01 06:30:00
HS-005357,salinaszachary5357@example.com,Miller-Colon,marketingqualifiedlead,80,Word of Mouth,Mid-Market,United States,2026-03-03 09:38:12,false,2026-04-01 06:30:00
HS-005358,ogarza5358@example.com,Miller Ltd,marketingqualifiedlead,64,Word of Mouth,SMB,United Kingdom,2025-12-15 09:16:04,false,2026-04-01 06:30:00
HS-005359,briancook5359@example.com,Young-Walter,lead,25,Outbound,SMB,Australia,2026-03-12 04:40:14,false,2026-04-01 06:30:00
HS-005360,kimberly405360@example.com,White-Preston,lead,6,inbound,SmallBiz,Australia,2025-12-13 21:08:19,false,2026-04-01 06:30:00
HS-005361,kristina895361@example.com,Spencer-Lee,lead,13,Content,SmallBiz,Australia,2025-09-26 23:55:55,false,2026-04-01 06:30:00
HS-005362,thomaslane5362@example.com,Osborn-Cochran,lead,14,Trade Show,Mid Market,Canada,2025-10-25 12:43:30,false,2026-04-01 06:30:00
HS-005363,kruegermark5363@example.com,Harrison-Alexander,marketingqualifiedlead,69,outbound,smb,United Kingdom,2025-12-27 02:21:46,false,2026-04-01 06:30:00
HS-005364,qpatterson5364@example.com,Taylor and Sons,lead,25,Trade Show,SmallBiz,Australia,2026-02-28 11:10:54,false,2026-04-01 06:30:00
HS-005365,edwardserin5365@example.com,"Thomas, Ford and Brown",marketingqualifiedlead,87,Trade Show,smb,United States,2025-12-02 01:50:25,false,2026-04-01 06:30:00
HS-005366,robert075366@example.com,"Beltran, Lozano and Mcgee",marketingqualifiedlead,79,Trade Show,SMB,Australia,2026-02-18 14:49:45,false,2026-04-01 06:30:00
HS-005367,vporter5367@example.com,Wright and Sons,lead,20,Content,MidMarket,United Kingdom,2026-03-28 07:12:33,false,2026-04-01 06:30:00
HS-005368,jonathan615368@example.com,"Johnson, Lee and Whitaker",marketingqualifiedlead,71,inbound,Small Business,United States,2025-11-26 04:37:33,false,2026-04-01 06:30:00
HS-005369,allenkimberly5369@example.com,Parker-Morrison,marketingqualifiedlead,76,Event,MM,United Kingdom,2026-01-19 10:53:44,false,2026-04-01 06:30:00
HS-005370,dylan275370@example.com,"Ferguson, Shaw and Jackson",lead,20,outbound,Mid Market,United States,2026-01-23 17:31:55,false,2026-04-01 06:30:00
HS-005371,michellebrady5371@example.com,"Edwards, Rodgers and Davis",marketingqualifiedlead,85,Content,Mid-Market,United Kingdom,2025-08-23 06:15:46,false,2026-04-01 06:30:00
HS-005372,stanleyclark5372@example.com,"Norris, Callahan and Bishop",marketingqualifiedlead,64,Content,Small Business,United Kingdom,2025-10-06 09:46:28,false,2026-04-01 06:30:00
HS-005373,mccarthygregory5373@example.com,"Fry, Hobbs and Buck",marketingqualifiedlead,60,inbound,smb,United Kingdom,2025-12-04 23:59:26,false,2026-04-01 06:30:00
HS-005374,timothyrodriguez5374@example.com,"Johnson, Haynes and Meza",lead,38,Cold Outreach,Small Business,United Kingdom,2026-03-21 15:19:01,false,2026-04-01 06:30:00
HS-005375,huffmaria5375@example.com,Smith and Sons,marketingqualifiedlead,49,PPC,ENT,Canada,2026-02-14 01:22:19,false,2026-04-01 06:30:00
HS-005376,hsimmons5376@example.com,"Brown, Romero and Collins",lead,25,PPC,Strategic,Australia,2025-12-02 12:35:37,false,2026-04-01 06:30:00
HS-005377,krodriguez5377@example.com,"Lewis, Kennedy and Santana",lead,17,Partner,ENT,Germany,2025-11-18 08:00:35,false,2026-04-01 06:30:00
HS-005378,chaneric5378@example.com,Clay Group,marketingqualifiedlead,81,Partner,SMB,Canada,2025-12-04 01:41:54,false,2026-04-01 06:30:00
HS-005379,daniel485379@example.com,Rowe Group,marketingqualifiedlead,70,Inbound,SMB,Canada,2026-01-06 14:50:04,false,2026-04-01 06:30:00
HS-005380,oray5380@example.com,Wilson-Jones,marketingqualifiedlead,53,PPC,SmallBiz,Canada,2025-10-13 16:02:54,false,2026-04-01 06:30:00
HS-005381,brooksshelby5381@example.com,"Powell, Deleon and Warren",lead,18,Outbound,SMB,United Kingdom,2025-09-20 13:29:34,false,2026-04-01 06:30:00
HS-005382,amoses5382@example.com,Roberts-Landry,lead,25,Paid Ads,SMB,Germany,2026-02-15 19:23:25,false,2026-04-01 06:30:00
HS-005383,breannadrake5383@example.com,Ortiz-Hudson,marketingqualifiedlead,87,Event,SMB,United States,2026-03-03 03:02:41,false,2026-04-01 06:30:00
HS-005384,anthonywhite5384@example.com,"Johnson, Haynes and Meza",marketingqualifiedlead,42,Content,SmallBiz,United Kingdom,2025-10-19 08:36:20,false,2026-04-01 06:30:00
HS-005385,kcooley5385@example.com,Jones-Hensley,marketingqualifiedlead,54,Outbound,Small Business,Australia,2025-09-21 16:41:20,false,2026-04-01 06:30:00
HS-005386,davistiffany5386@example.com,"Allen, Davenport and Price",lead,33,Content,enterprise,Australia,2026-02-17 14:17:36,false,2026-04-01 06:30:00
HS-005387,jack645387@example.com,Cordova Group,lead,39,Content Download,smb,Australia,2025-09-14 03:43:56,false,2026-04-01 06:30:00
HS-005388,dpoole5388@example.com,Andersen Group,lead,7,Event,Small Business,Germany,2025-11-30 15:00:24,false,2026-04-01 06:30:00
HS-005389,epayne5389@example.com,Clay Group,marketingqualifiedlead,40,Event,smb,Canada,2025-11-28 10:41:15,false,2026-04-01 06:30:00
HS-005390,wmarshall5390@example.com,Williams-Berg,lead,21,Trade Show,smb,United Kingdom,2025-12-01 10:52:49,false,2026-04-01 06:30:00
HS-005391,dorseylinda5391@example.com,"Long, Anderson and Irwin",marketingqualifiedlead,76,IB,smb,Australia,2025-11-26 06:48:42,false,2026-04-01 06:30:00
HS-005392,rossjames5392@example.com,"Chan, Floyd and Dillon",marketingqualifiedlead,56,Referral,Small Business,Germany,2026-02-21 14:27:07,false,2026-04-01 06:30:00
HS-005393,beasleygina5393@example.com,Nolan-Flynn,marketingqualifiedlead,57,Trade Show,ENT,United States,2025-12-29 04:39:29,false,2026-04-01 06:30:00
HS-005394,carterjames5394@example.com,Adams PLC,lead,37,Trade Show,SMB,United Kingdom,2026-02-13 10:53:43,false,2026-04-01 06:30:00
HS-005395,robertellis5395@example.com,Ramirez-Bean,lead,15,PPC,SMB,Australia,2026-01-16 04:25:45,false,2026-04-01 06:30:00
HS-005396,sabrina695396@example.com,Hernandez-Jones,marketingqualifiedlead,68,Cold Outreach,Strategic,Germany,2025-09-06 04:00:08,false,2026-04-01 06:30:00
HS-005397,melissaroy5397@example.com,Welch-Hogan,marketingqualifiedlead,82,Outbound,SmallBiz,Australia,2026-02-11 22:45:15,false,2026-04-01 06:30:00
HS-005398,rmoore5398@example.com,Walker PLC,marketingqualifiedlead,85,Inbound,SmallBiz,United Kingdom,2026-01-26 19:07:08,false,2026-04-01 06:30:00
HS-005399,phamilton5399@example.com,Johnson and Sons,lead,21,Content,Small Business,United Kingdom,2025-09-12 03:37:57,false,2026-04-01 06:30:00
HS-005400,fernandezsusan5400@example.com,"Brennan, Wallace and Benson",marketingqualifiedlead,46,Content Download,smb,Australia,2026-01-05 18:11:50,false,2026-04-01 06:30:00
HS-005401,figueroakatelyn5401@example.com,Hall-Sullivan,marketingqualifiedlead,43,Outbound,ENT,Australia,2026-02-21 09:31:11,false,2026-04-01 06:30:00
HS-005402,jordan255402@example.com,"Scott, Mendoza and Harris",lead,5,Cold Outreach,SMB,United Kingdom,2026-02-02 16:36:08,false,2026-04-01 06:30:00
HS-005403,daniel935403@example.com,Cisneros and Sons,lead,17,Partner,MM,Australia,2025-11-02 22:44:46,false,2026-04-01 06:30:00
HS-005404,davidhaynes5404@example.com,Adams PLC,marketingqualifiedlead,65,Channel,Small Business,United Kingdom,2025-09-27 18:13:26,false,2026-04-01 06:30:00
HS-005405,fwhite5405@example.com,Payne-Lowe,marketingqualifiedlead,72,Event,SMB,United States,2026-01-23 22:19:06,false,2026-04-01 06:30:00
HS-005406,patriciawilson5406@example.com,Torres Group,lead,21,Inbound,MidMarket,Germany,2025-09-22 07:07:46,false,2026-04-01 06:30:00
HS-005407,pwalker5407@example.com,Stanley PLC,marketingqualifiedlead,85,Outbound,Small Business,Canada,2025-10-28 03:55:52,false,2026-04-01 06:30:00
HS-005408,evanskelsey5408@example.com,Jones-Hensley,marketingqualifiedlead,48,Cold Outreach,Small Business,Australia,2026-02-04 02:00:06,false,2026-04-01 06:30:00
HS-005409,bbrown5409@example.com,Ruiz-Jacobson,lead,32,outbound,Mid-Market,Canada,2026-02-13 12:48:23,false,2026-04-01 06:30:00
HS-005410,pchavez5410@example.com,"Wood, Ramos and Sampson",marketingqualifiedlead,66,Content,SMB,United Kingdom,2025-09-18 16:50:57,false,2026-04-01 06:30:00
HS-005411,madison725411@example.com,"Wilson, Pena and Rich",marketingqualifiedlead,66,Trade Show,Mid Market,Germany,2025-11-01 18:38:40,false,2026-04-01 06:30:00
HS-005412,michael395412@example.com,Davis Group,marketingqualifiedlead,55,Inbound,Mid-Market,Germany,2025-09-03 17:25:55,false,2026-04-01 06:30:00
HS-005413,vbaker5413@example.com,Henry Group,lead,37,PPC,SmallBiz,United States,2025-11-27 00:35:53,false,2026-04-01 06:30:00
HS-005414,andrew085414@example.com,Hernandez Inc,lead,25,PPC,MidMarket,United Kingdom,2026-01-01 01:50:48,false,2026-04-01 06:30:00
HS-005415,aturner5415@example.com,Byrd LLC,marketingqualifiedlead,53,Outbound,MM,United Kingdom,2025-11-30 15:54:46,false,2026-04-01 06:30:00
HS-005416,xgoodman5416@example.com,"Howard, Green and Hunt",lead,36,IB,Small Business,Canada,2026-02-24 19:26:02,false,2026-04-01 06:30:00
HS-005417,bmathis5417@example.com,Ellis-Lawrence,marketingqualifiedlead,57,Content,SmallBiz,United States,2026-01-25 06:18:09,false,2026-04-01 06:30:00
HS-005418,bradleysmith5418@example.com,"Brooks, Lam and Hayes",marketingqualifiedlead,79,outbound,smb,Australia,2025-09-16 12:49:26,false,2026-04-01 06:30:00
HS-005419,cunninghammegan5419@example.com,"Bernard, Warren and Combs",lead,28,Trade Show,SMB,Australia,2026-01-30 16:06:47,false,2026-04-01 06:30:00
HS-005420,brookemartin5420@example.com,"White, Davis and Anderson",marketingqualifiedlead,74,Inbound,MM,United States,2025-12-29 08:02:55,false,2026-04-01 06:30:00
HS-005421,strongkimberly5421@example.com,"Brown, Dunlap and Moore",lead,22,Trade Show,smb,Canada,2026-01-15 14:45:42,false,2026-04-01 06:30:00
HS-005422,nicole395422@example.com,Christensen PLC,marketingqualifiedlead,75,outbound,Mid-Market,Australia,2025-11-06 11:39:36,false,2026-04-01 06:30:00
HS-005423,ramirezamy5423@example.com,Davis and Sons,lead,15,IB,Small Business,United States,2025-11-09 14:28:36,false,2026-04-01 06:30:00
HS-005424,richardsglenn5424@example.com,Hawkins-Hunt,lead,14,Content Download,SmallBiz,Canada,2025-10-01 22:24:29,false,2026-04-01 06:30:00
HS-005425,michaellee5425@example.com,Smith-Ferguson,lead,32,Word of Mouth,Small Business,Germany,2025-10-05 09:23:38,false,2026-04-01 06:30:00
HS-005426,glennbernard5426@example.com,"Beltran, Lozano and Mcgee",marketingqualifiedlead,86,Referral,SmallBiz,Australia,2026-01-30 21:49:26,false,2026-04-01 06:30:00
HS-005427,michaelwilliams5427@example.com,Hughes Inc,lead,31,outbound,smb,Canada,2025-11-01 19:42:22,false,2026-04-01 06:30:00
HS-005428,rebecca555428@example.com,"Robinson, Fox and Smith",marketingqualifiedlead,51,inbound,smb,Germany,2025-09-21 20:42:12,false,2026-04-01 06:30:00
HS-005429,wilsonnicole5429@example.com,"Mccann, Taylor and Flores",marketingqualifiedlead,80,Cold Outreach,Small Business,United Kingdom,2025-09-17 13:07:16,false,2026-04-01 06:30:00
HS-005430,veronicacampbell5430@example.com,Barron and Sons,marketingqualifiedlead,41,inbound,smb,Germany,2026-01-21 20:38:00,false,2026-04-01 06:30:00
HS-005431,perezrichard5431@example.com,"Levy, Franco and Hoffman",marketingqualifiedlead,87,inbound,SmallBiz,United Kingdom,2026-02-23 02:57:52,false,2026-04-01 06:30:00
HS-005432,heather395432@example.com,White-Estes,marketingqualifiedlead,85,Cold Outreach,enterprise,Germany,2025-11-19 01:25:33,false,2026-04-01 06:30:00
HS-005433,karisanchez5433@example.com,Ward-Nelson,marketingqualifiedlead,54,PPC,Mid-Market,Australia,2026-01-16 22:47:58,false,2026-04-01 06:30:00
HS-005434,kellysanchez5434@example.com,"Kennedy, Johnson and Lucas",marketingqualifiedlead,72,Content Download,smb,Canada,2026-02-02 18:07:09,false,2026-04-01 06:30:00
HS-005435,brittanyanderson5435@example.com,Gilbert PLC,lead,38,Event,Mid Market,Canada,2026-02-15 13:30:24,false,2026-04-01 06:30:00
HS-005436,reedjulie5436@example.com,Sanders and Sons,lead,27,inbound,SMB,Canada,2025-10-04 22:22:58,false,2026-04-01 06:30:00
HS-005437,daviddecker5437@example.com,Alvarado-Davidson,marketingqualifiedlead,88,Outbound,MM,United Kingdom,2026-01-24 03:27:45,false,2026-04-01 06:30:00
HS-005438,karen125438@example.com,Gonzalez-Taylor,marketingqualifiedlead,56,Inbound,SmallBiz,United Kingdom,2025-09-04 08:14:01,false,2026-04-01 06:30:00
HS-005439,wallacemathew5439@example.com,Rivera Inc,lead,25,Referral,SMB,United Kingdom,2026-01-29 21:26:47,false,2026-04-01 06:30:00
HS-005440,nedwards5440@example.com,Ramirez-Bean,marketingqualifiedlead,67,Cold Outreach,SMB,Australia,2026-02-06 11:19:28,false,2026-04-01 06:30:00
HS-005441,stephaniewilson5441@example.com,Nunez-Stephens,lead,38,Paid Ads,ENT,Canada,2025-11-18 20:52:03,false,2026-04-01 06:30:00
HS-005442,tammymorales5442@example.com,"Bentley, Lynch and Henderson",marketingqualifiedlead,51,Trade Show,Mid-Market,United States,2025-12-22 16:02:48,false,2026-04-01 06:30:00
HS-005443,castillokyle5443@example.com,Kelley and Sons,lead,28,inbound,ENT,Germany,2025-10-12 02:27:26,false,2026-04-01 06:30:00
HS-005444,joshua105444@example.com,"Whitney, Gould and Jones",lead,36,Trade Show,SmallBiz,Germany,2026-02-18 11:23:01,false,2026-04-01 06:30:00
HS-005445,xwhite5445@example.com,"Hurst, Freeman and Nelson",lead,12,Word of Mouth,smb,Canada,2026-02-16 17:56:19,false,2026-04-01 06:30:00
HS-005446,danielle935446@example.com,"Khan, Pena and Ruiz",marketingqualifiedlead,45,Content Download,smb,Australia,2025-12-15 07:41:32,false,2026-04-01 06:30:00
HS-005447,ypeterson5447@example.com,Coffey-Phillips,marketingqualifiedlead,60,Cold Outreach,MidMarket,United Kingdom,2025-09-30 18:33:57,false,2026-04-01 06:30:00
HS-005448,willishenry5448@example.com,"Buchanan, Walker and Chapman",lead,6,Inbound,Strategic,Australia,2025-11-25 07:42:57,false,2026-04-01 06:30:00
HS-005449,ojones5449@example.com,Dougherty-Lin,lead,17,Inbound,smb,Canada,2025-11-09 06:01:49,false,2026-04-01 06:30:00
HS-005450,olsonjesse5450@example.com,Li Inc,lead,39,PPC,ENT,Germany,2025-11-21 10:24:58,false,2026-04-01 06:30:00
HS-005451,banderson5451@example.com,Phelps LLC,marketingqualifiedlead,67,inbound,smb,United States,2025-11-04 21:43:03,false,2026-04-01 06:30:00
HS-005452,thomas285452@example.com,Henry Group,marketingqualifiedlead,68,Content Download,SMB,United States,2025-10-23 07:43:33,false,2026-04-01 06:30:00
HS-005453,gking5453@example.com,"Pierce, Bell and Chavez",lead,17,outbound,Mid Market,Germany,2025-10-15 12:56:04,false,2026-04-01 06:30:00
HS-005454,jacquelinezamora5454@example.com,Hughes-Alvarado,lead,30,Channel,SmallBiz,Canada,2026-02-06 22:17:05,false,2026-04-01 06:30:00
HS-005455,zmartinez5455@example.com,"Fry, Myers and Gamble",lead,5,outbound,MidMarket,Germany,2025-09-21 23:52:29,false,2026-04-01 06:30:00
HS-005456,anthonyduncan5456@example.com,Moore Group,marketingqualifiedlead,56,outbound,SMB,Germany,2025-12-20 13:21:25,false,2026-04-01 06:30:00
HS-005457,donnasuarez5457@example.com,Daugherty Ltd,lead,13,Inbound,Mid Market,United Kingdom,2025-12-25 17:21:58,false,2026-04-01 06:30:00
HS-005458,leslie245458@example.com,Conner and Sons,marketingqualifiedlead,72,IB,Small Business,United States,2025-11-09 01:29:13,false,2026-04-01 06:30:00
HS-005459,leejanet5459@example.com,Gray Ltd,marketingqualifiedlead,57,inbound,Small Business,United States,2025-08-24 16:07:57,false,2026-04-01 06:30:00
HS-005460,gomezjerry5460@example.com,Kramer-Lane,lead,37,IB,SmallBiz,Australia,2026-03-10 14:14:58,false,2026-04-01 06:30:00
HS-005461,michael515461@example.com,Brennan-Johnson,marketingqualifiedlead,43,inbound,SmallBiz,Australia,2026-02-05 10:07:28,false,2026-04-01 06:30:00
HS-005462,jason215462@example.com,Drake-Wolfe,lead,34,Channel,Strategic,Australia,2026-03-02 02:46:14,false,2026-04-01 06:30:00
HS-005463,evanselizabeth5463@example.com,Johnson-Spencer,lead,13,IB,SmallBiz,United States,2025-10-06 16:02:02,false,2026-04-01 06:30:00
HS-005464,holmesscott5464@example.com,"Harvey, Davis and Crane",marketingqualifiedlead,53,PPC,SmallBiz,Germany,2026-03-23 00:15:27,false,2026-04-01 06:30:00
HS-005465,qlittle5465@example.com,Mcneil Group,marketingqualifiedlead,43,Event,Small Business,United Kingdom,2025-10-07 02:23:31,false,2026-04-01 06:30:00
HS-005466,ijacobs5466@example.com,"Rivera, Martinez and Richardson",marketingqualifiedlead,71,IB,smb,United Kingdom,2025-09-18 20:48:55,false,2026-04-01 06:30:00
HS-005467,heather425467@example.com,Mayo Ltd,marketingqualifiedlead,87,Content,Small Business,Australia,2026-02-06 07:55:35,false,2026-04-01 06:30:00
HS-005468,tarashaw5468@example.com,Little Inc,marketingqualifiedlead,53,Content,MidMarket,United States,2025-10-27 16:17:07,false,2026-04-01 06:30:00
HS-005469,jeanking5469@example.com,Strickland-Palmer,lead,34,Paid,Small Business,Germany,2026-03-16 02:16:58,false,2026-04-01 06:30:00
HS-005470,isabella815470@example.com,"Hernandez, Lee and Fox",lead,30,PPC,Small Business,United States,2026-03-07 09:55:53,false,2026-04-01 06:30:00
HS-005471,jillcosta5471@example.com,Pruitt-Webb,marketingqualifiedlead,87,IB,MidMarket,United Kingdom,2025-12-11 13:09:00,false,2026-04-01 06:30:00
HS-005472,kelsey775472@example.com,Davis PLC,marketingqualifiedlead,46,Content Download,Mid Market,United States,2025-12-17 12:21:32,false,2026-04-01 06:30:00
HS-005473,reynoldscynthia5473@example.com,Reed Group,lead,15,Cold Outreach,MM,United States,2026-02-06 12:52:33,false,2026-04-01 06:30:00
HS-005474,suzannegilmore5474@example.com,Bishop-Goodwin,marketingqualifiedlead,75,Channel,Mid-Market,Australia,2025-10-23 19:06:00,false,2026-04-01 06:30:00
HS-005475,briannaandersen5475@example.com,"Jennings, Smith and Fisher",marketingqualifiedlead,81,inbound,SmallBiz,United States,2025-11-08 03:18:17,false,2026-04-01 06:30:00
HS-005476,wgomez5476@example.com,Thompson-James,marketingqualifiedlead,64,Outbound,SMB,Australia,2025-10-12 00:52:35,false,2026-04-01 06:30:00
HS-005477,martintanner5477@example.com,"Matthews, Harrington and Rodriguez",lead,6,IB,SmallBiz,Germany,2025-10-25 14:27:33,false,2026-04-01 06:30:00
HS-005478,susan405478@example.com,"Mckee, Gardner and Davenport",marketingqualifiedlead,53,inbound,Small Business,United Kingdom,2025-10-30 22:07:35,false,2026-04-01 06:30:00
HS-005479,dana585479@example.com,Russell Group,marketingqualifiedlead,47,Channel,Mid-Market,United States,2026-02-07 11:43:58,false,2026-04-01 06:30:00
HS-005480,mariaweaver5480@example.com,"Thompson, Moore and Castro",marketingqualifiedlead,67,Cold Outreach,MidMarket,Australia,2025-11-22 20:53:30,false,2026-04-01 06:30:00
HS-005481,holly725481@example.com,Sheppard LLC,lead,35,outbound,SmallBiz,Canada,2026-01-16 11:03:57,false,2026-04-01 06:30:00
HS-005482,bkramer5482@example.com,"Hensley, Powell and David",marketingqualifiedlead,68,Event,smb,United States,2025-12-18 03:57:39,false,2026-04-01 06:30:00
HS-005483,raymond295483@example.com,Hughes-Alvarado,lead,38,Outbound,SmallBiz,Canada,2026-01-30 17:53:46,false,2026-04-01 06:30:00
HS-005484,michaelbradshaw5484@example.com,Allen Inc,lead,10,Content,MM,United States,2025-09-12 14:26:18,false,2026-04-01 06:30:00
HS-005485,jillian195485@example.com,Warner-Phillips,marketingqualifiedlead,43,Content Download,MidMarket,Australia,2025-10-03 06:16:32,false,2026-04-01 06:30:00
HS-005486,kjackson5486@example.com,Owens-Russell,lead,6,Referral,SMB,Germany,2025-09-20 07:46:48,false,2026-04-01 06:30:00
HS-005487,isaiahbell5487@example.com,Willis and Sons,marketingqualifiedlead,69,inbound,smb,Canada,2025-11-21 20:06:41,false,2026-04-01 06:30:00
HS-005488,fergusonmichael5488@example.com,"Carroll, Sullivan and Bass",lead,16,Content Download,Mid-Market,Germany,2026-01-15 00:58:55,false,2026-04-01 06:30:00
HS-005489,tjackson5489@example.com,Murray-Oconnor,lead,18,Content Download,Strategic,United Kingdom,2025-11-07 11:54:29,false,2026-04-01 06:30:00
HS-005490,ajackson5490@example.com,Reed Inc,marketingqualifiedlead,84,Event,Strategic,Germany,2026-02-20 21:58:00,false,2026-04-01 06:30:00
HS-005491,briannaking5491@example.com,Donovan-Harris,lead,34,Inbound,Small Business,Germany,2025-09-06 21:00:58,false,2026-04-01 06:30:00
HS-005491D,briannaking5491@example.com,Donovan-Harris,lead,34,Inbound,Small Business,Germany,2025-09-06 21:00:58,false,2026-04-01 06:30:00
HS-005492,debbiedavis5492@example.com,Young-Allen,lead,8,Content Download,Small Business,Australia,2026-03-28 14:37:51,false,2026-04-01 06:30:00
HS-005493,laurasanchez5493@example.com,Ramirez-Stephenson,marketingqualifiedlead,76,outbound,Small Business,Australia,2025-12-24 19:43:29,false,2026-04-01 06:30:00
HS-005494,christopher995494@example.com,"Matthews, Harrington and Rodriguez",lead,15,inbound,SmallBiz,Germany,2025-11-22 12:16:47,false,2026-04-01 06:30:00
HS-005495,brookefrench5495@example.com,"Harris, Collins and Carney",marketingqualifiedlead,75,Paid Ads,smb,Australia,2025-09-14 00:21:00,false,2026-04-01 06:30:00
HS-005496,sfoster5496@example.com,"Patel, Erickson and Evans",lead,27,Content,enterprise,Canada,2025-12-14 05:42:46,false,2026-04-01 06:30:00
HS-005497,awilliams5497@example.com,"Cook, Wells and Bryant",marketingqualifiedlead,48,Cold Outreach,Mid Market,United States,2025-12-09 13:00:18,false,2026-04-01 06:30:00
HS-005498,vsmith5498@example.com,"Taylor, Porter and Moreno",lead,26,Outbound,Small Business,Canada,2025-10-14 09:02:20,false,2026-04-01 06:30:00
HS-005499,mccartymichael5499@example.com,King-Miller,marketingqualifiedlead,90,Inbound,Small Business,United Kingdom,2026-03-12 08:05:56,false,2026-04-01 06:30:00
HS-005500,jacobwoods5500@example.com,Bailey LLC,lead,22,Event,SmallBiz,Canada,2026-03-10 09:43:53,false,2026-04-01 06:30:00
HS-005501,deborah035501@example.com,Stewart Ltd,lead,17,Content Download,SMB,Germany,2025-11-20 13:52:16,false,2026-04-01 06:30:00
HS-005502,williamskathleen5502@example.com,Smith-Ferguson,lead,20,IB,SmallBiz,Germany,2025-10-07 16:48:53,false,2026-04-01 06:30:00
HS-005503,johnhines5503@example.com,Baxter LLC,marketingqualifiedlead,61,outbound,MidMarket,Germany,2026-02-11 04:42:10,false,2026-04-01 06:30:00
HS-005504,dennisevans5504@example.com,Stevens PLC,marketingqualifiedlead,61,Outbound,SmallBiz,Australia,2026-02-09 18:47:36,false,2026-04-01 06:30:00
HS-005505,ldavis5505@example.com,Novak PLC,marketingqualifiedlead,89,inbound,Mid Market,United States,2025-09-08 23:54:29,false,2026-04-01 06:30:00
HS-005506,patricksmith5506@example.com,Walton LLC,lead,36,outbound,Mid Market,United States,2025-12-07 11:25:38,false,2026-04-01 06:30:00
HS-005507,barnesandrew5507@example.com,Robles-Swanson,lead,27,Content,MM,Australia,2025-10-14 07:51:07,false,2026-04-01 06:30:00
HS-005508,stevenhopkins5508@example.com,Cortez LLC,marketingqualifiedlead,89,Inbound,smb,United Kingdom,2025-12-06 00:50:48,false,2026-04-01 06:30:00
HS-005509,ricardo615509@example.com,Chambers and Sons,lead,26,Content Download,Strategic,United States,2025-12-19 12:00:11,false,2026-04-01 06:30:00
HS-005510,dguerra5510@example.com,Bennett-Velasquez,lead,18,outbound,enterprise,Australia,2025-12-13 04:25:50,false,2026-04-01 06:30:00
HS-005511,icantrell5511@example.com,Howard-Jordan,lead,10,Cold Outreach,SMB,Germany,2026-02-19 01:45:42,false,2026-04-01 06:30:00
HS-005512,tcampbell5512@example.com,"Moore, Price and Ward",marketingqualifiedlead,43,inbound,MM,Canada,2025-12-20 07:00:32,false,2026-04-01 06:30:00
HS-005513,alex955513@example.com,"Pierce, Bell and Chavez",lead,37,Channel,Mid-Market,Germany,2025-09-11 03:33:39,false,2026-04-01 06:30:00
HS-005514,stevengonzalez5514@example.com,"Carrillo, Vaughn and Fowler",marketingqualifiedlead,52,Cold Outreach,smb,United Kingdom,2026-02-10 05:19:25,false,2026-04-01 06:30:00
HS-005515,bdavis5515@example.com,Wright Ltd,lead,23,IB,MidMarket,Germany,2025-12-28 16:50:20,false,2026-04-01 06:30:00
HS-005516,meredithnunez5516@example.com,Williams Group,lead,14,Inbound,SmallBiz,Germany,2025-12-21 19:42:25,false,2026-04-01 06:30:00
HS-005517,tonyamercado5517@example.com,White-Medina,marketingqualifiedlead,77,inbound,ENT,Australia,2025-11-08 06:58:12,false,2026-04-01 06:30:00
HS-005518,pwilson5518@example.com,Durham-Shaw,marketingqualifiedlead,60,IB,Small Business,Germany,2026-03-17 05:25:44,false,2026-04-01 06:30:00
HS-005519,justin165519@example.com,Osborn-Cochran,marketingqualifiedlead,49,Content Download,Mid Market,Canada,2025-09-04 17:03:08,false,2026-04-01 06:30:00
HS-005520,derrick315520@example.com,Moreno-Gutierrez,lead,37,PPC,SMB,Germany,2026-01-09 18:40:10,false,2026-04-01 06:30:00
HS-005521,sbailey5521@example.com,"Miller, Davis and Anderson",lead,32,Partner,SMB,Canada,2025-09-01 03:18:21,false,2026-04-01 06:30:00
HS-005522,sextonjames5522@example.com,"Khan, Pena and Ruiz",lead,13,Paid,Small Business,Australia,2025-11-24 06:09:09,false,2026-04-01 06:30:00
HS-005523,stevenbarrett5523@example.com,"Austin, Day and Johnson",marketingqualifiedlead,80,Inbound,Mid-Market,Canada,2025-11-05 21:12:38,false,2026-04-01 06:30:00
HS-005524,emills5524@example.com,Reyes-Bradley,lead,15,Partner,smb,Germany,2025-11-30 09:30:18,false,2026-04-01 06:30:00
HS-005525,wshannon5525@example.com,Wright-Grimes,lead,23,Inbound,Enterprise,Germany,2025-12-13 08:56:53,false,2026-04-01 06:30:00
HS-005526,hendersonheather5526@example.com,Tran Group,marketingqualifiedlead,77,Content,MM,United States,2025-08-29 01:13:55,false,2026-04-01 06:30:00
HS-005527,cassandra295527@example.com,Shaw Inc,marketingqualifiedlead,48,Partner,Mid Market,Germany,2025-09-02 14:52:49,false,2026-04-01 06:30:00
HS-005528,fuentesnichole5528@example.com,"Carroll, Sullivan and Bass",lead,29,IB,MidMarket,Germany,2026-01-05 14:09:20,false,2026-04-01 06:30:00
